"","City","State","Sightings","Airport Count"
"5512","Cushing","OK",2,1
"5513","Cushing","TX",2,0
"5514","Custar","OH",2,0
"5515","Custer","SD",2,0
"5516","Cutler","CA",2,0
"5517","D'Iberville","MS",2,0
"5518","Dale","IN",2,0
"5519","Daleville","VA",2,0
"5520","Dallesport","WA",2,0
"5521","Dalzell","SC",2,0
"5522","Dammeron Valley","UT",2,0
"5523","Dane","WI",2,0
"5524","Daniels","WV",2,0
"5525","Darby","MT",2,0
"5526","Darien","GA",2,0
"5527","Darien","WI",2,0
"5528","Dauphin","PA",2,0
"5529","Davenport","CA",2,0
"5530","Davidson","NC",2,0
"5531","Davidsville","PA",2,0
"5532","Dawson Springs","KY",2,0
"5533","Daytona beach","FL",2,0
"5534","Daytona Beach Shores","FL",2,0
"5535","Debary","FL",2,0
"5536","Decatur","IN",2,0
"5537","Decatur","TN",2,0
"5538","Decaturville","TN",2,0
"5539","Deepwater","MO",2,0
"5540","Deerfield","WI",2,0
"5541","Deerwood","MN",2,0
"5542","Deforest","WI",2,0
"5543","DeFuniak Springs","FL",2,0
"5544","Del City","OK",2,0
"5545","Delanson","NY",2,0
"5546","Dell City","TX",2,0
"5547","Dell Rapids","SD",2,0
"5548","Delmar","DE",2,0
"5549","Deming","WA",2,0
"5550","Dennis Port","MA",2,0
"5551","Denton","MD",2,0
"5552","Derry","PA",2,0
"5553","Derwood","MD",2,0
"5554","Des Allemands","LA",2,0
"5555","Des Peres","MO",2,0
"5556","Detroit","OR",2,0
"5557","Devils Lake","ND",2,1
"5558","Deweyville","UT",2,0
"5559","DeWitt","IA",2,0
"5560","Dexter","NY",2,0
"5561","Diamond Springs","CA",2,0
"5562","Diamondhead","MS",2,0
"5563","Diboll","TX",2,0
"5564","Divide","CO",2,0
"5565","Dobson","NC",2,0
"5566","Dolton","IL",2,0
"5567","Doraville","GA",2,0
"5568","Dousman","WI",2,0
"5569","Dover","NJ",2,0
"5570","Dowagiac","MI",2,0
"5571","Dresser","WI",2,0
"5572","Driggs","ID",2,0
"5573","Dry Ridge","KY",2,0
"5574","Dublin","IN",2,0
"5575","DuBois","PA",2,0
"5576","Duchesne","UT",2,0
"5577","Duck Key","FL",2,0
"5578","Dugway","UT",2,0
"5579","Dumfries","VA",2,0
"5580","Dundee","OR",2,0
"5581","Dunmore","PA",2,0
"5582","Dupont","WA",2,0
"5583","Dyersville","IA",2,0
"5584","Dysart","IA",2,0
"5585","Eagar","AZ",2,0
"5586","Eagle","CO",2,0
"5587","Eagle Lake","MN",2,0
"5588","East Bernstadt","KY",2,0
"5589","East Canton","OH",2,0
"5590","East Chicago","IN",2,0
"5591","East Dennis","MA",2,0
"5592","East Dundee","IL",2,0
"5593","East Freedom","PA",2,0
"5594","East Grand Forks","MN",2,0
"5595","East Grand Rapids","MI",2,0
"5596","East Norwich","NY",2,0
"5597","East Palestine","OH",2,0
"5598","East Petersburg","PA",2,0
"5599","East Prairie","MO",2,0
"5600","East Prospect","PA",2,0
"5601","East Rutherford","NJ",2,0
"5602","Eastlake","OH",2,0
"5603","Easton","WA",2,0
"5604","Eastport","MI",2,0
"5605","Eaton","IN",2,0
"5606","Ecorse","MI",2,0
"5607","Eden","NC",2,0
"5608","Eden","WI",2,0
"5609","Edgar Springs","MO",2,0
"5610","Edgerton","KS",2,0
"5611","Edgewater","NJ",2,0
"5612","Edmonton","KY",2,0
"5613","Edna","TX",2,0
"5614","Efland","NC",2,0
"5615","Ekron","KY",2,0
"5616","El paso","TX",2,0
"5617","El Paso","IL",2,0
"5618","Elbert","CO",2,0
"5619","Elberta","AL",2,0
"5620","Elburn","IL",2,0
"5621","Eldersburg","MD",2,0
"5622","Eldorado","IL",2,0
"5623","Eldorado","TX",2,0
"5624","Electra","TX",2,0
"5625","Electric City","WA",2,0
"5626","Elephant Butte","NM",2,0
"5627","Elizabeth","IN",2,0
"5628","Elk City","OK",2,0
"5629","Elkhart Lake","WI",2,0
"5630","Elkmont","AL",2,0
"5631","Elkton","OR",2,0
"5632","Ellenton","FL",2,0
"5633","Ellenville","NY",2,0
"5634","Ellettsville","IN",2,0
"5635","Elm City","NC",2,0
"5636","Elma","WA",2,0
"5637","Elverson","PA",2,0
"5638","Elwood","IL",2,0
"5639","Elysburg","PA",2,0
"5640","Emerson","NJ",2,0
"5641","Emporium","PA",2,0
"5642","Encinal","TX",2,0
"5643","Endwell","NY",2,0
"5644","England","AR",2,0
"5645","Enosburg Falls","VT",2,0
"5646","Entiat","WA",2,0
"5647","Erin","TN",2,0
"5648","Escalante","UT",2,0
"5649","Escalon","CA",2,0
"5650","Esko","MN",2,0
"5651","Essexville","MI",2,0
"5652","Eureka","NV",2,0
"5653","Evans City","PA",2,0
"5654","Evansdale","IA",2,0
"5655","Evansville","WI",2,0
"5656","Evart","MI",2,0
"5657","Everson","WA",2,0
"5658","Fair Grove","MO",2,0
"5659","Fair Lawn","NJ",2,0
"5660","Fairfield","ID",2,0
"5661","Fairview","MT",2,0
"5662","Fairview","OR",2,0
"5663","Fairview","PA",2,0
"5664","Fairview","TN",2,0
"5665","Faison","NC",2,0
"5666","Fall Creek","WI",2,0
"5667","Fall River Mills","CA",2,0
"5668","Falling Waters","WV",2,0
"5669","Falls Village","CT",2,0
"5670","Fanwood","NJ",2,0
"5671","Farmerville","LA",2,0
"5672","Fayetteville","TN",2,0
"5673","Federal way","WA",2,0
"5674","Felton","PA",2,0
"5675","Fenwick Island","DE",2,0
"5676","Ferndale","MI",2,0
"5677","Ferrum","VA",2,0
"5678","Fertile","MN",2,0
"5679","Fincastle","VA",2,0
"5680","Finleyville","PA",2,0
"5681","Fircrest","WA",2,0
"5682","Fire Island","NY",2,0
"5683","Firestone","CO",2,0
"5684","Fitchburg","WI",2,0
"5685","Flanders","NY",2,0
"5686","Flat Rock","NC",2,0
"5687","Flatwoods","KY",2,0
"5688","Flippin","AR",2,1
"5689","Flora","IL",2,0
"5690","Florala","AL",2,0
"5691","Floresville","TX",2,0
"5692","Florida City","FL",2,0
"5693","Florien","LA",2,0
"5694","Flossmoor","IL",2,0
"5695","Floyd","VA",2,0
"5696","Flushing","MI",2,0
"5697","Folcroft","PA",2,0
"5698","Folsom","LA",2,0
"5699","Folsom","PA",2,0
"5700","Fond du lac","WI",2,0
"5701","Fond Du Lac","WI",2,0
"5702","Fonda","IA",2,0
"5703","Fordyce","AR",2,0
"5704","Forest","VA",2,0
"5705","Forest lake","MN",2,0
"5706","Forestville","CA",2,0
"5707","Forsyth","GA",2,0
"5708","Fort Calhoun","NE",2,0
"5709","Fort Greely","AK",2,0
"5710","Fort Hood","TX",2,1
"5711","Fort Irwin","CA",2,1
"5712","Fort Jones","CA",2,0
"5713","Fort Lupton","CO",2,0
"5714","Fort Madison","IA",2,0
"5715","Fort Washakie","WY",2,0
"5716","Fort White","FL",2,0
"5717","Fort Yates","ND",2,0
"5718","Fortville","IN",2,0
"5719","Fostoria","MI",2,0
"5720","Fountain","MI",2,0
"5721","Fountain Hill","AR",2,0
"5722","Fowler","CA",2,0
"5723","Fowlerville","MI",2,0
"5724","Fox Island","WA",2,0
"5725","Fox River Grove","IL",2,0
"5726","Frackville","PA",2,0
"5727","Franklin","MI",2,0
"5728","Franklin Park","IL",2,0
"5729","Frankton","IN",2,0
"5730","Frederica","DE",2,0
"5731","Fredericksburg","IA",2,0
"5732","Fredonia","KS",2,0
"5733","Fredonia","NY",2,0
"5734","Frenchtown","NJ",2,0
"5735","Frisco","CO",2,0
"5736","Fritch","TX",2,0
"5737","Fulshear","TX",2,0
"5738","Fulton","IL",2,0
"5739","Fulton","MS",2,0
"5740","Fyffe","AL",2,0
"5741","Galena","IL",2,0
"5742","Galena","KS",2,0
"5743","Galion","OH",2,1
"5744","Gap","PA",2,0
"5745","Garfield","WA",2,0
"5746","Garrett","IN",2,0
"5747","Gas City","IN",2,0
"5748","Gasquet","CA",2,0
"5749","Gate City","VA",2,0
"5750","Gates","OR",2,0
"5751","Gearhart","OR",2,0
"5752","Genoa","IL",2,0
"5753","Genoa","OH",2,0
"5754","Genoa City","WI",2,0
"5755","Georgetown","CO",2,0
"5756","Georgetown","DE",2,1
"5757","Georgetown","IN",2,0
"5758","Gerlach","NV",2,0
"5759","Germanton","NC",2,0
"5760","Germantown","WI",2,0
"5761","Geyserville","CA",2,0
"5762","Gibbon","MN",2,0
"5763","Gibson","GA",2,0
"5764","Gila","NM",2,0
"5765","Gilberts","IL",2,0
"5766","Gilbertsville","PA",2,0
"5767","Gillett","WI",2,0
"5768","Gilman City","MO",2,0
"5769","Girard","PA",2,0
"5770","Girardville","PA",2,0
"5771","Glasgow","MT",2,2
"5772","Glencoe","AL",2,0
"5773","Glencoe","KY",2,0
"5774","Glencoe","MN",2,0
"5775","Glenmora","LA",2,0
"5776","Glennallen","AK",2,0
"5777","Glenns Ferry","ID",2,0
"5778","Glenville","WV",2,0
"5779","Glenwood","MN",2,0
"5780","Glide","OR",2,0
"5781","Glorieta","NM",2,0
"5782","Glouster","OH",2,0
"5783","Gold Beach","OR",2,0
"5784","Golden Beach","FL",2,0
"5785","Goochland","VA",2,0
"5786","Goodrich","MI",2,0
"5787","Graettinger","IA",2,0
"5788","Granby","CO",2,0
"5789","Granby","MO",2,0
"5790","Grand Coulee","WA",2,0
"5791","Grand Isle","LA",2,0
"5792","Grand Lake","CO",2,0
"5793","Grand Ledge","MI",2,0
"5794","Grand prairie","TX",2,0
"5795","Grand Ronde","OR",2,0
"5796","Grand Saline","TX",2,0
"5797","Granger","TX",2,0
"5798","Grangeville","ID",2,0
"5799","Graniteville","VT",2,0
"5800","Grant","MI",2,0
"5801","Grant-Valkaria","FL",2,0
"5802","Grantsburg","WI",2,0
"5803","Graton","CA",2,0
"5804","Gray Summit","MO",2,0
"5805","Grayland","WA",2,0
"5806","Great Bend","KS",2,1
"5807","Green","OH",2,0
"5808","Greenacres","FL",2,0
"5809","Greendale","WI",2,0
"5810","Greenville","CA",2,0
"5811","Greenville","DE",2,0
"5812","Greenville","IN",2,0
"5813","Greenwater","WA",2,0
"5814","Grenada","CA",2,0
"5815","Gridley","CA",2,0
"5816","Gridley","IL",2,0
"5817","Grosse Pointe Farms","MI",2,0
"5818","Grove","OK",2,1
"5819","Grove City","MN",2,0
"5820","Groveland","CA",2,0
"5821","Groveland","FL",2,0
"5822","Groves","TX",2,0
"5823","Guerneville","CA",2,0
"5824","Gunter","TX",2,0
"5825","Guymon","OK",2,1
"5826","Guyton","GA",2,0
"5827","Gypsum","CO",2,0
"5828","Hackberry","LA",2,0
"5829","Haddon Heights","NJ",2,0
"5830","Haddonfield","NJ",2,0
"5831","Hagerman","ID",2,0
"5832","Halifax","VA",2,0
"5833","Halls","TN",2,0
"5834","Hallsville","TX",2,0
"5835","Hamilton","GA",2,0
"5836","Hamilton","MS",2,0
"5837","Hampton","FL",2,0
"5838","Hanahan","SC",2,0
"5839","Hanna City","IL",2,0
"5840","Harbor Springs","MI",2,0
"5841","Hardeeville","SC",2,0
"5842","Harlan","IA",2,0
"5843","Harper","TX",2,0
"5844","Harper Woods","MI",2,0
"5845","Harrah","OK",2,0
"5846","Harriman","TN",2,0
"5847","Harrison","ID",2,0
"5848","Harrison","MI",2,0
"5849","Harrison","MT",2,0
"5850","Harrison","OH",2,0
"5851","Harrisville","MI",2,0
"5852","Harrisville","PA",2,0
"5853","Hart","MI",2,0
"5854","Hartford","KY",2,0
"5855","Hartford","SD",2,0
"5856","Hartford City","IN",2,0
"5857","Hartly","DE",2,0
"5858","Hasbrouck Heights","NJ",2,0
"5859","Haslet","TX",2,0
"5860","Hastings","FL",2,0
"5861","Hat Creek","CA",2,0
"5862","Havana","FL",2,0
"5863","Hawesville","KY",2,0
"5864","Hawthorn Woods","IL",2,0
"5865","Hawthorne","NJ",2,0
"5866","Hawthorne","NY",2,0
"5867","Hayfield","MN",2,0
"5868","Hazel","SD",2,0
"5869","Hazel Green","AL",2,0
"5870","Hazel Green","KY",2,0
"5871","Headland","AL",2,0
"5872","Healdton","OK",2,0
"5873","Heathsville","VA",2,0
"5874","Heflin","AL",2,0
"5875","Helen","GA",2,0
"5876","Helper","UT",2,0
"5877","Henderson","TN",2,0
"5878","Henderson","TX",2,0
"5879","Henning","TN",2,0
"5880","Henry","IL",2,0
"5881","Herington","KS",2,0
"5882","Hermantown","MN",2,0
"5883","Hershey","NE",2,0
"5884","Hewitt","TX",2,0
"5885","High Falls","NY",2,0
"5886","Highland","IL",2,0
"5887","Highland","WI",2,0
"5888","Hightstown","NJ",2,0
"5889","Highwood","MT",2,0
"5890","Hiko","NV",2,0
"5891","Hillsboro","TX",2,1
"5892","Hillsdale","MI",2,0
"5893","Hobart","WA",2,0
"5894","Hodgkins","IL",2,0
"5895","Hoffman estates","IL",2,0
"5896","Hokes Bluff","AL",2,0
"5897","Holcombe","WI",2,0
"5898","Holden","MO",2,0
"5899","Holdenville","OK",2,0
"5900","Holiday Island","AR",2,0
"5901","Hollandale","MN",2,0
"5902","Holstein","IA",2,0
"5903","Homeland","CA",2,0
"5904","Homer City","PA",2,0
"5905","Homestead","PA",2,0
"5906","Hondo","TX",2,1
"5907","Honea Path","SC",2,0
"5908","Honokaa","HI",2,0
"5909","Hoodsport","WA",2,0
"5910","Hope","AR",2,0
"5911","Hope","ID",2,0
"5912","Hot Springs","MT",2,0
"5913","Hot Springs","SD",2,0
"5914","Hot Springs","VA",2,0
"5915","Houghton","MI",2,0
"5916","Houghton Lake","MI",2,1
"5917","Houston","PA",2,0
"5918","Howard","OH",2,0
"5919","Hudson","MI",2,0
"5920","Hueytown","AL",2,0
"5921","Hughes Springs","TX",2,0
"5922","Hurley","MO",2,0
"5923","Huson","MT",2,0
"5924","Hyrum","UT",2,0
"5925","Iberia","OH",2,0
"5926","Idaho City","ID",2,0
"5927","Idaho falls","ID",2,0
"5928","Idaho Springs","CO",2,0
"5929","Ilion","NY",2,0
"5930","Ilwaco","WA",2,0
"5931","Imboden","AR",2,0
"5932","Imperial","PA",2,0
"5933","Independence","LA",2,0
"5934","Independence","VA",2,0
"5935","Index","WA",2,0
"5936","Indian Beach","NC",2,0
"5937","Indian Rocks beach","FL",2,0
"5938","Indian Shores","FL",2,0
"5939","Indian Springs","NV",2,1
"5940","Indian Wells","CA",2,0
"5941","Inola","OK",2,0
"5942","Inwood","WV",2,0
"5943","Iola","IL",2,0
"5944","Iola","KS",2,0
"5945","Iota","LA",2,0
"5946","Iowa","LA",2,0
"5947","Ipswich","SD",2,0
"5948","Iron River","MI",2,0
"5949","Ironton","MO",2,0
"5950","Irrigon","OR",2,0
"5951","Iselin","NJ",2,0
"5952","Itasca","IL",2,0
"5953","Iuka","IL",2,0
"5954","Iuka","MS",2,0
"5955","Ivins","UT",2,0
"5956","Ivor","VA",2,0
"5957","Jackson","KY",2,1
"5958","Jackson","LA",2,0
"5959","Jackson","WY",2,0
"5960","Jamestown","NC",2,0
"5961","Jamestown","PA",2,0
"5962","Janesville","MN",2,0
"5963","Jarrell","TX",2,0
"5964","Jarrettsville","MD",2,0
"5965","Jeannette","PA",2,0
"5966","Jefferson","WI",2,0
"5967","Jefferson Hills","PA",2,0
"5968","Jeffersonville","KY",2,0
"5969","Jenkins","KY",2,0
"5970","Jennings","FL",2,0
"5971","Jericho","NY",2,0
"5972","Jermyn","PA",2,0
"5973","Jerome","AZ",2,0
"5974","Jersey Shore","PA",2,0
"5975","Jessup","PA",2,0
"5976","Jewett City","CT",2,0
"5977","Johnsonville","SC",2,0
"5978","Jonesboro","LA",2,0
"5979","Jordan","MT",2,0
"5980","Joshua","TX",2,0
"5981","Joshua tree","CA",2,0
"5982","Judsonia","AR",2,0
"5983","Junction City","OH",2,0
"5984","Juneau","WI",2,0
"5985","Justice","IL",2,0
"5986","Kapaau","HI",2,0
"5987","Kaplan","LA",2,0
"5988","Kasilof","AK",2,0
"5989","Keedysville","MD",2,0
"5990","Keene","TX",2,0
"5991","Keller","WA",2,0
"5992","Kenly","NC",2,0
"5993","Kennedy","NY",2,0
"5994","Kenneth City","FL",2,0
"5995","Kenova","WV",2,0
"5996","Kentfield","CA",2,0
"5997","Kenton","OH",2,0
"5998","Kermit","TX",2,0
"5999","Kettle Falls","WA",2,0
"6000","Kewaskum","WI",2,0
"6001","Key Biscayne","FL",2,0
"6002","Key Colony Beach","FL",2,0
"6003","Keyport","NJ",2,0
"6004","Keystone","SD",2,0
"6005","Keysville","GA",2,0
"6006","Kiefer","OK",2,0
"6007","Kiel","WI",2,0
"6008","Kilauea","HI",2,0
"6009","Kilmarnock","VA",2,0
"6010","Kiln","MS",2,0
"6011","Kimberling City","MO",2,0
"6012","Kimberly","ID",2,0
"6013","King William","VA",2,0
"6014","Kings Beach","CA",2,0
"6015","Kingsland","TX",2,0
"6016","Kingston","GA",2,0
"6017","Kinston","NC",2,1
"6018","Kirbyville","MO",2,0
"6019","Kirtland","NM",2,0
"6020","Kit Carson","CO",2,0
"6021","Kittery Point","ME",2,0
"6022","Knoxville","IA",2,0
"6023","Knoxville","IL",2,0
"6024","Koshkonong","MO",2,0
"6025","Kotzebue","AK",2,1
"6026","Kulpmont","PA",2,0
"6027","Kuttawa","KY",2,0
"6028","La Conner","WA",2,0
"6029","La Farge","WI",2,0
"6030","La Feria","TX",2,0
"6031","La Grange","IL",2,0
"6032","La Grange","KY",2,0
"6033","La Luz","NM",2,0
"6034","La Verkin","UT",2,0
"6035","Ladera Ranch","CA",2,0
"6036","Lafayette","TN",2,0
"6037","Lagrange","OH",2,0
"6038","Laguna Vista","TX",2,0
"6039","Lahoma","OK",2,0
"6040","Laie","HI",2,0
"6041","Lake Alfred","FL",2,0
"6042","Lake Bluff","IL",2,0
"6043","Lake City","MI",2,0
"6044","Lake Elmo","MN",2,0
"6045","Lake Grove","NY",2,0
"6046","Lake Kiowa","TX",2,0
"6047","Lake Lure","NC",2,0
"6048","Lake Odessa","MI",2,0
"6049","Lake Panasoffkee","FL",2,0
"6050","Lake Village","AR",2,0
"6051","Lakehurst","NJ",2,1
"6052","Lakeville","NY",2,0
"6053","Lamar","SC",2,0
"6054","Lambertville","MI",2,0
"6055","Lame Deer","MT",2,0
"6056","Lamont","CA",2,0
"6057","Landisville","PA",2,0
"6058","Lanesboro","MN",2,0
"6059","Langdon","ND",2,0
"6060","Lantana","TX",2,0
"6061","Larchmont","NY",2,0
"6062","Larkspur","CO",2,0
"6063","Larksville","PA",2,0
"6064","Larned","KS",2,1
"6065","Lathrop","MO",2,0
"6066","Lauderdale-By-The-Sea","FL",2,0
"6067","Laurel Hill","NC",2,0
"6068","Laurel Springs","NJ",2,0
"6069","Laurence Harbor","NJ",2,0
"6070","Laurie","MO",2,0
"6071","Laurinburg","NC",2,0
"6072","Lavalette","WV",2,0
"6073","Lawrence","IN",2,0
"6074","Lawrence","NY",2,0
"6075","Lawrenceburg","IN",2,0
"6076","Lawrenceville","IL",2,0
"6077","Lebanon","KY",2,0
"6078","Lee Vining","CA",2,0
"6079","Leeds","UT",2,0
"6080","Leetsdale","PA",2,0
"6081","Leggett","CA",2,0
"6082","Leland","IL",2,0
"6083","Leland","MI",2,0
"6084","Lemont","PA",2,0
"6085","Lemoyne","PA",2,0
"6086","Leola","PA",2,0
"6087","Leslie","AR",2,0
"6088","Lester Prairie","MN",2,0
"6089","Levan","UT",2,0
"6090","Lewisville","NC",2,0
"6091","Liberty","IN",2,0
"6092","Liberty","NC",2,1
"6093","Licking","MO",2,0
"6094","Lilly","GA",2,0
"6095","Lincoln","IL",2,0
"6096","Lincoln","MI",2,0
"6097","Lincolnton","GA",2,0
"6098","Linden","WI",2,0
"6099","Lindenhurst","IL",2,0
"6100","Lindenwold","NJ",2,0
"6101","Lindsay","TX",2,0
"6102","Linn","MO",2,0
"6103","Lipan","TX",2,0
"6104","Lisman","AL",2,0
"6105","Litchfield","IL",2,0
"6106","Litchfield","MN",2,0
"6107","Little Rock","IA",2,0
"6108","Littleville","AL",2,0
"6109","Livingston","CA",2,0
"6110","Livingston","TN",2,0
"6111","Logan","WV",2,0
"6112","Loleta","CA",2,0
"6113","Loma Rica","CA",2,0
"6114","Lometa","TX",2,0
"6115","Lomita","CA",2,0
"6116","Lone Jack","MO",2,0
"6117","Long Barn","CA",2,0
"6118","Long Valley","NJ",2,0
"6119","Lonoke","AR",2,0
"6120","Loogootee","IN",2,0
"6121","Lookout Mountain","GA",2,0
"6122","Los Altos Hills","CA",2,0
"6123","Lost Creek","WV",2,0
"6124","Louisa","VA",2,0
"6125","Louisville","MS",2,0
"6126","Lovettsville","VA",2,0
"6127","Lowell","NC",2,0
"6128","Lower Lake","CA",2,0
"6129","Lowry City","MO",2,0
"6130","Lucasville","OH",2,0
"6131","Ludowici","GA",2,0
"6132","Lumpkin","GA",2,0
"6133","Lupton","MI",2,0
"6134","Luray","KS",2,0
"6135","Luther","OK",2,0
"6136","Lutsen","MN",2,0
"6137","Luverne","AL",2,0
"6138","Luxemburg","WI",2,0
"6139","Luxora","AR",2,0
"6140","Lynchburg","OH",2,0
"6141","Lynchburg","TN",2,0
"6142","Lyndhurst","OH",2,0
"6143","Lyndonville","NY",2,0
"6144","Lynn","IN",2,0
"6145","Lynn Haven","FL",2,0
"6146","Lynnville","TN",2,0
"6147","Lyons","KS",2,0
"6148","Lyons","OR",2,0
"6149","Mabank","TX",2,0
"6150","Mabton","WA",2,0
"6151","Macedonia","OH",2,0
"6152","Madison","NJ",2,0
"6153","Madison","VA",2,0
"6154","Madisonville","LA",2,0
"6155","Magnolia","AR",2,0
"6156","Magnolia","NJ",2,0
"6157","Mahomet","IL",2,0
"6158","Maize","KS",2,0
"6159","Malden","MO",2,0
"6160","Malmstrom AFB","MT",2,0
"6161","Malverne","NY",2,0
"6162","Manchester","IA",2,0
"6163","Manhattan","MT",2,0
"6164","Manistique","MI",2,0
"6165","Manito","IL",2,0
"6166","Mannford","OK",2,0
"6167","Mantoloking","NJ",2,0
"6168","Mantua","OH",2,0
"6169","Maple Glen","PA",2,0
"6170","Mapleton","UT",2,0
"6171","Marble","NC",2,0
"6172","Marble Hill","MO",2,0
"6173","Mardela Springs","MD",2,0
"6174","Marengo","IL",2,0
"6175","Marengo","IN",2,0
"6176","Marietta","MS",2,0
"6177","Marietta","PA",2,0
"6178","Marine City","MI",2,0
"6179","Marinette","WI",2,0
"6180","Marion","AR",2,0
"6181","Markesan","WI",2,0
"6182","Markham","IL",2,0
"6183","Markle","IN",2,0
"6184","Marlboro","NY",2,0
"6185","Marlinton","WV",2,0
"6186","Maroa","IL",2,0
"6187","Marshall","IL",2,0
"6188","Marshall","MN",2,0
"6189","Marshville","NC",2,0
"6190","Marsing","ID",2,0
"6191","Martin","GA",2,0
"6192","Martin","TN",2,0
"6193","Martinsville","IL",2,0
"6194","Martinsville","OH",2,0
"6195","Mary Esther","FL",2,1
"6196","Masontown","PA",2,0
"6197","Masontown","WV",2,0
"6198","Matagorda","TX",2,0
"6199","Matawan","NJ",2,0
"6200","Mattituck","NY",2,0
"6201","Maxton","NC",2,0
"6202","Maxwell","IA",2,0
"6203","Mayville","NY",2,0
"6204","Mayville","WI",2,0
"6205","McAlester","OK",2,0
"6206","McCall","ID",2,1
"6207","McCaysville","GA",2,0
"6208","McFarland","WI",2,0
"6209","McGill","NV",2,0
"6210","McIntosh","NM",2,0
"6211","McKenzie","AL",2,0
"6212","McKenzie","TN",2,0
"6213","McLean","IL",2,0
"6214","McRae","AR",2,0
"6215","Mead","WA",2,0
"6216","Meadow Vista","CA",2,0
"6217","Meadville","MS",2,0
"6218","Mechanicsville","MD",2,0
"6219","Medicine Park","OK",2,0
"6220","Medina","TN",2,0
"6221","Meeker","CO",2,0
"6222","Melba","ID",2,0
"6223","Melrose","NM",2,0
"6224","Melrose Park","IL",2,0
"6225","Melvern","KS",2,0
"6226","Melvindale","MI",2,0
"6227","Mendocino","CA",2,0
"6228","Menominee","MI",2,0
"6229","Mentone","CA",2,0
"6230","Mercedes","TX",2,0
"6231","Merton","WI",2,0
"6232","Metlakatla","AK",2,0
"6233","Miami","TX",2,0
"6234","Micanopy","FL",2,0
"6235","Middlebourne","WV",2,0
"6236","Middlefield","OH",2,0
"6237","Middlesex","NC",2,0
"6238","Middletown","CA",2,0
"6239","Middletown","IL",2,0
"6240","Middletown","IN",2,0
"6241","Midlothian","TX",2,0
"6242","Midway","PA",2,0
"6243","Midway City","CA",2,0
"6244","Midwest city","OK",2,0
"6245","Milan","TN",2,0
"6246","Milford","CA",2,0
"6247","Millbrook","AL",2,0
"6248","Millersburg","OH",2,0
"6249","Milner","GA",2,0
"6250","Milton","WA",2,0
"6251","Mineral City","OH",2,0
"6252","Mineral Point","WI",2,0
"6253","Mineral Springs","NC",2,0
"6254","Minster","OH",2,0
"6255","Miramar Beach","FL",2,0
"6256","Mission","KS",2,0
"6257","Mocksville","NC",2,1
"6258","Moncure","NC",2,0
"6259","Monessen","PA",2,0
"6260","Monroe","UT",2,0
"6261","Monrovia","MD",2,0
"6262","Montesano","WA",2,0
"6263","Montgomery","PA",2,0
"6264","Monticello","AR",2,1
"6265","Montpelier","OH",2,0
"6266","Montrose","IL",2,0
"6267","Montrose","PA",2,0
"6268","Montverde","FL",2,0
"6269","Moorhead","MN",2,0
"6270","Morganton","GA",2,0
"6271","Morrice","MI",2,0
"6272","Morrison","IL",2,0
"6273","Morrisonville","NY",2,0
"6274","Morriston","FL",2,0
"6275","Morton","IL",2,0
"6276","Moscow Mills","MO",2,0
"6277","Motley","MN",2,0
"6278","Mount Carmel","PA",2,0
"6279","Mount Clemens","MI",2,1
"6280","Mount Dora","FL",2,0
"6281","Mount Hope","WV",2,0
"6282","Mount Horeb","WI",2,0
"6283","Mount Morris","MI",2,0
"6284","Mount Orab","OH",2,0
"6285","Mount Penn","PA",2,0
"6286","Mount Pleasant","OH",2,0
"6287","Mount Pleasant","WI",2,0
"6288","Mount Vernon","IA",2,0
"6289","Mountain","WI",2,0
"6290","Mountain Grove","MO",2,0
"6291","Mountain Home AFB","ID",2,0
"6292","Mountain View","AR",2,0
"6293","Mountain View","MO",2,0
"6294","Mountain View","OK",2,0
"6295","Mountainair","NM",2,0
"6296","Mountville","PA",2,0
"6297","Moyock","NC",2,0
"6298","Muenster","TX",2,0
"6299","Mullica Hill","NJ",2,0
"6300","Muncy","PA",2,0
"6301","Munising","MI",2,0
"6302","Munster","IN",2,0
"6303","Myersville","MD",2,0
"6304","Mystic","CT",2,0
"6305","Mystic Island","NJ",2,0
"6306","Nageezi","NM",2,0
"6307","Nahunta","GA",2,0
"6308","Nanakuli","HI",2,0
"6309","Nason","IL",2,0
"6310","natchitoches","LA",2,0
"6311","Navarre","OH",2,0
"6312","Navarre Beach","FL",2,0
"6313","Neah Bay","WA",2,0
"6314","Necedah","WI",2,0
"6315","Nederland","TX",2,0
"6316","Negley","OH",2,0
"6317","Neligh","NE",2,0
"6318","Netcong","NJ",2,0
"6319","Nettleton","MS",2,0
"6320","Nevada","TX",2,0
"6321","New Albany","OH",2,0
"6322","New Baltimore","VA",2,0
"6323","New Bloomfield","MO",2,0
"6324","New Bloomington","OH",2,0
"6325","New Castle","CO",2,0
"6326","New Castle","IN",2,1
"6327","New Castle","VA",2,0
"6328","New Harmony","UT",2,0
"6329","New Holstein","WI",2,0
"6330","New Leipzig","ND",2,0
"6331","New Lexington","OH",2,0
"6332","New London","MN",2,0
"6333","New London","NC",2,0
"6334","New Martinsville","WV",2,0
"6335","New Oxford","PA",2,0
"6336","New Paris","IN",2,0
"6337","New Paris","OH",2,0
"6338","New Providence","NJ",2,0
"6339","New Salisbury","IN",2,0
"6340","New Tazewell","TN",2,0
"6341","New Ulm","MN",2,0
"6342","New Vienna","OH",2,0
"6343","New york","NY",2,0
